Date,ATVI,ADBE,AMD,ALXN,ALGN,GOOGL,GOOG,AMZN,AEP,AMGN,ADI,ANSS,AAPL,AMAT,ASML,TEAM,ADSK,ADP,BIDU,BIIB,BKNG,AVGO,CDNS,CDW,CERN,CHTR,CHKP,CTAS,CSCO,CTSH,CMCSA,CPRT,COST,CSX,DXCM,DOCU,DLTR,EBAY,EA,EXC,FB,FAST,FISV,FOXA,FOX,GILD,IDXX,ILMN,INCY,INTC,INTU,ISRG,JD,KDP,KLAC,KHC,LRCX,LULU,MAR,MRVL,MTCH,MXIM,MELI,MCHP,MU,MSFT,MRNA,MDLZ,MNST,NTES,NFLX,NVDA,NXPI,ORLY,OKTA,PCAR,PAYX,PYPL,PTON,PEP,PDD,QCOM,REGN,ROST,SGEN,SIRI,SWKS,SPLK,SBUX,SNPS,TMUS,TSLA,TXN,TCOM,VRSN,VRSK,VRTX,WBA,WDAY,XEL,XLNX,ZM
2018-12-31,45.89702606201172,226.2400054931641,18.459999084472656,97.36000061035156,209.42999267578125,1044.9599609375,1035.6099853515625,1501.969970703125,69.4757308959961,182.4863128662109,82.04853820800781,142.94000244140625,38.46113967895508,31.662784576416016,151.7937469482422,88.9800033569336,128.61000061035156,125.4270477294922,158.60000610351562,300.9200134277344,1722.4200439453125,234.18185424804688,43.47999954223633,78.92662811279297,51.47876739501953,284.9700012207031,102.6500015258789,164.28843688964844,40.41163635253906,61.65824890136719,32.66397857666016,47.77999877929688,194.53993225097656,60.30496597290039,119.8000030517578,40.08000183105469,90.31999969482422,27.174299240112305,78.7073974609375,41.711124420166016,131.08999633789062,24.491077423095703,73.48999786376953,,,57.88248443603516,186.0200042724609,299.92999267578125,63.59000015258789,44.40724563598633,193.52085876464844,478.9200134277344,20.93000030517578,24.41202545166016,85.5594711303711,38.65822982788086,131.14877319335938,121.61000061035156,106.5988540649414,15.912700653076172,52.267276763916016,47.9709587097168,292.8500061035156,69.59403228759766,31.729999542236328,98.8132781982422,15.270000457763672,38.3467903137207,49.220001220703125,45.04335403442383,267.6600036621094,132.7615966796875,71.47344207763672,344.3299865722656,63.79999923706055,53.05784606933594,60.733192443847656,84.08999633789062,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,46.350379943847656,224.57000732421875,18.82999992370605,98.0500030517578,202.1199951171875,1054.6800537109375,1045.8499755859375,1539.1300048828125,67.8025131225586,179.8896484375,82.13456726074219,143.00999450683594,38.50502395629883,32.37843322753906,152.45704650878906,89.02999877929688,128.9600067138672,124.48959350585938,162.25,304.69000244140625,1721.699951171875,233.47271728515625,43.22999954223633,77.09587097167969,50.91921615600586,287.989990234375,103.5,163.7994384765625,40.05723571777344,61.27944564819336,32.97095489501953,47.68000030517578,195.54266357421875,60.13024520874024,115.18000030517578,40.81999969482422,91.1999969482422,27.929412841796875,80.16365814208984,40.75851821899414,135.67999267578125,24.07891082763672,72.20999908447266,,,58.7060775756836,182.4600067138672,294.5199890136719,63.560001373291016,44.54919052124024,191.1811065673828,466.0299987792969,21.270000457763672,24.069265365600582,86.91709899902344,38.92768478393555,133.20025634765625,123.3499984741211,105.51872253417967,16.217388153076172,51.46773147583008,47.961524963378906,298.010009765625,69.04246520996094,32.75,98.37548065185548,15.329999923706056,38.212677001953125,48.7599983215332,43.96592330932617,267.6600036621094,135.46653747558594,73.1802978515625,341.1499938964844,63.2599983215332,53.726409912109375,60.65860366821289,85.75,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,44.70451354980469,215.6999969482422,17.049999237060547,100.20999908447266,184.77999877929688,1025.469970703125,1016.0599975585938,1500.280029296875,67.64447784423828,177.15243530273438,77.17322540283203,137.63999938964844,34.669639587402344,30.50226783752441,144.04898071289062,84.4800033569336,121.8499984741211,120.7302474975586,154.7100067138672,307.0,1663.1199951171875,212.70510864257807,41.52999877929688,75.10932159423828,49.77066040039063,287.5,102.3499984741211,161.17848205566406,38.60043716430664,59.34654998779297,33.2299690246582,46.88999938964844,191.3980407714844,59.18873977661133,112.26000213623048,38.83000183105469,90.76000213623048,27.41632652282715,78.5079116821289,40.80475997924805,131.74000549316406,23.395092010498047,70.11000061035156,,,60.38101577758789,178.02000427246094,284.239990234375,68.05999755859375,42.098411560058594,185.3317108154297,450.239990234375,20.350000381469727,23.98306655883789,82.04110717773438,38.90074157714844,126.77618408203124,124.36000061035156,99.90206146240234,15.49989414215088,49.54311752319336,45.23514938354492,296.5899963378906,64.17512512207031,31.0,94.75645446777344,15.5,38.06898498535156,48.0,42.27418518066406,271.20001220703125,127.28205108642578,70.19575500488281,346.1300048828125,59.560001373291016,52.48214340209961,59.6331901550293,82.08999633789062,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,46.48835754394531,226.19000244140625,19.0,106.0,186.7100067138672,1078.0699462890625,1070.7099609375,1575.3900146484375,68.26728820800781,183.20811462402344,79.046875,143.66000366210938,36.149662017822266,32.59119415283203,150.28189086914062,87.08999633789062,128.27999877929688,125.5418701171875,160.9499969482422,318.3299865722656,1717.550048828125,214.79563903808597,43.2599983215332,75.83966064453125,51.27262115478516,302.739990234375,105.3499984741211,168.75772094726562,40.33919525146485,61.8719367980957,34.35234451293945,48.560001373291016,196.9560394287109,60.94557189941406,116.23999786376952,40.900001525878906,92.88999938964844,28.045583724975582,84.2032470703125,41.26719284057617,137.9499969482422,24.355249404907227,73.22000122070312,,,63.15715026855469,187.42999267578125,302.69000244140625,72.2699966430664,44.68165969848633,192.68521118164065,471.6799926757813,22.270000457763672,24.48111343383789,87.28997039794922,39.96060943603516,132.96908569335938,128.5500030517578,105.8624038696289,15.961843490600586,52.255855560302734,47.22568893432617,315.3299865722656,66.77814483642578,32.70000076293945,99.16351318359376,16.959999084472656,39.12273025512695,49.790000915527344,43.96784210205078,297.57000732421875,135.43670654296875,73.5899429321289,341.82000732421875,63.150001525878906,54.81282043457031,61.71199798583984,86.2699966430664,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,47.79914093017578,229.25999450683597,20.56999969482422,107.94000244140624,189.9199981689453,1075.9200439453125,1068.3900146484375,1629.510009765625,67.88616943359375,185.67352294921875,79.54396057128906,147.32000732421875,36.0692024230957,33.17145538330078,153.71531677246094,92.70999908447266,132.72000122070312,124.86268615722656,162.60000610351562,322.3999938964844,1711.8199462890625,219.1702117919922,43.41999816894531,75.53778839111328,50.978118896484375,301.4700012207031,104.87000274658205,169.04135131835938,40.61175537109375,61.774810791015625,33.98781204223633,48.83000183105469,197.6818084716797,60.61556243896485,129.9499969482422,41.68999862670898,97.95999908447266,28.52962875366211,87.36510467529297,41.34118270874024,138.0500030517578,24.533227920532227,73.06999969482422,,,63.44402313232422,186.88999938964844,307.8900146484375,74.20999908447266,44.88982772827149,195.6246490478516,478.4400024414063,22.76000022888184,24.78760528564453,88.53287506103516,40.715087890625,134.15371704101562,134.10000610351562,106.0587921142578,16.32550621032715,51.69331741333008,47.716251373291016,328.94000244140625,68.73281860351562,34.0,99.28997039794922,16.270000457763672,39.390960693359375,49.72999954223633,45.83180618286133,315.3399963378906,142.6068115234375,74.13613891601562,339.69000244140625,66.2699966430664,54.747825622558594,61.38573455810547,86.93000030517578,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-08,49.24789810180664,232.67999267578125,20.75,108.61000061035156,192.9499969482422,1085.3699951171875,1076.280029296875,1656.5799560546875,68.72278594970703,188.05455017089844,81.48452758789062,148.0500030517578,36.75679397583008,31.82718849182129,152.58384704589844,94.81999969482422,133.8699951171875,125.5992431640625,163.39999389648438,324.44000244140625,1686.9200439453125,217.41119384765625,43.66999816894531,78.16703796386719,52.1561279296875,300.7099914550781,107.56999969482422,170.87013244628906,40.940711975097656,62.4741439819336,34.26601028442383,49.630001068115234,199.16207885742188,61.48912048339844,131.52000427246094,42.08000183105469,98.5999984741211,29.0427188873291,88.79143524169922,41.97933197021485,142.52999877929688,25.170211791992188,73.55000305175781,,,63.009090423583984,189.2899932861328,293.75,74.9000015258789,45.1737060546875,200.31396484375,482.989990234375,22.950000762939453,24.79718780517578,87.12742614746094,40.751014709472656,131.88075256347656,135.86000061035156,107.77717590332033,16.404138565063477,52.904056549072266,46.999271392822266,328.489990234375,70.60040283203125,33.7400016784668,100.0098876953125,16.950000762939453,40.31058883666992,52.83000183105469,46.39060592651367,320.2699890136719,139.05657958984375,74.55553436279297,336.07000732421875,68.9000015258789,55.27709579467773,61.85183334350586,88.69999694824219,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,50.0954704284668,235.42999267578125,20.190000534057617,109.95999908447266,200.32000732421875,1081.6500244140625,1074.6600341796875,1659.4200439453125,68.20222473144531,187.82955932617188,83.54935455322266,150.63999938964844,37.380985260009766,33.17145538330078,158.91427612304688,95.80999755859376,136.77000427246094,125.71401977539062,166.63999938964844,326.6300048828125,1649.489990234375,226.81419372558597,43.84999847412109,79.19929504394531,52.450626373291016,297.6400146484375,107.5,172.36642456054688,40.71514129638672,62.415863037109375,34.59217071533203,50.29999923706055,200.45127868652344,62.100616455078125,138.75,42.66999816894531,97.16999816894533,29.32346534729004,88.68172454833984,41.63713455200195,144.22999572753906,25.240467071533203,73.31999969482422,,,62.87029266357422,192.22000122070312,305.239990234375,73.69999694824219,45.42918395996094,199.69322204589844,517.1099853515625,23.690000534057617,25.35270118713379,89.37422180175781,40.53545379638672,138.69004821777344,136.0,107.227294921875,16.797283172607422,52.91547775268555,48.27284240722656,339.9599914550781,73.39691925048828,35.439998626708984,101.43999481201172,16.329999923706055,40.16689682006836,53.33000183105469,49.45831680297852,319.9599914550781,141.79136657714844,77.9692611694336,343.5400085449219,68.77999877929688,54.441402435302734,61.81454086303711,89.55000305175781,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,50.60795211791992,237.7700042724609,19.739999771118164,110.93000030517578,202.63999938964844,1078.8299560546875,1070.3299560546875,1656.219970703125,69.45713806152344,189.99497985839844,84.70604705810547,152.60000610351562,37.500465393066406,33.61632537841797,158.61190795898438,95.5,136.7100067138672,126.7088851928711,168.35000610351562,331.19000244140625,1677.3299560546875,229.7981109619141,44.31999969482422,79.79329681396484,53.07889175415039,292.6700134277344,107.81999969482422,173.56930541992188,40.63995742797852,62.950077056884766,34.36193084716797,50.59999847412109,201.157958984375,62.78976821899414,141.89999389648438,44.02999877929688,96.41000366210938,29.594528198242188,90.77633666992188,42.34927749633789,144.1999969482422,25.51680564880371,74.37999725341797,,,62.96281433105469,192.72000122070312,309.7699890136719,75.12000274658203,45.94962310791016,203.0434417724609,518.0700073242188,23.399999618530277,25.17072296142578,89.59412384033203,40.95759963989258,139.23902893066406,131.61000061035156,108.06195068359376,16.816944122314453,52.92118835449219,48.79170227050781,339.5899963378906,74.14203643798828,35.90999984741211,100.78819274902344,16.479999542236328,40.559661865234375,53.2599983215332,48.82869720458984,324.6600036621094,144.42672729492188,78.05703735351562,343.44000244140625,68.83999633789062,54.933536529541016,62.839969635009766,90.6999969482422,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11,45.867462158203125,237.5500030517578,20.270000457763672,111.12999725341795,198.25,1064.469970703125,1057.18994140625,1640.56005859375,69.19686126708984,188.00767517089844,86.0921630859375,154.75,37.13228988647461,33.63566207885742,158.03640747070312,95.6500015258789,136.74000549316406,125.9340362548828,166.11000061035156,333.2099914550781,1665.8900146484375,230.76513671875,44.45000076293945,78.4786605834961,52.89237976074219,294.5400085449219,105.38999938964844,173.8724822998047,40.87491989135742,63.05691146850586,34.17967224121094,50.65999984741211,201.0338134765625,63.30419158935547,141.10000610351562,43.47999954223633,97.27999877929688,29.439632415771484,90.46712493896484,42.34927749633789,143.8000030517578,25.6854190826416,74.0999984741211,,,63.0738639831543,192.91000366210935,307.07000732421875,74.6500015258789,46.29973602294922,203.1321258544922,505.3200073242188,22.8799991607666,25.860334396362305,89.90007019042969,40.966583251953125,138.79600524902344,132.16000366210938,107.44332122802734,17.033174514770508,52.30154037475586,49.86716079711914,344.95001220703125,74.6355209350586,36.0099983215332,100.0098876953125,17.0,40.45428466796875,54.369998931884766,46.583892822265625,337.5899963378906,148.00677490234375,77.52059173583984,338.7300109863281,68.41000366210938,55.19353485107422,62.72810363769531,90.6500015258789,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,46.60662460327149,234.55999755859372,20.229999542236328,107.58000183105467,193.94000244140625,1051.510009765625,1044.68994140625,1617.2099609375,68.59263610839844,184.4642639160156,83.64496612548828,153.60000610351562,36.57392120361328,32.745933532714844,154.78829956054688,93.70999908447266,134.75,125.21660614013672,163.02999877929688,330.4200134277344,1692.8800048828125,231.04139709472656,44.380001068115234,77.16402435302734,53.04944610595703,291.5599975585937,104.3000030517578,172.76739501953125,40.61175537109375,62.77524566650391,34.3139762878418,49.91999816894531,199.59181213378903,63.35271835327149,142.74000549316406,43.220001220703125,97.2300033569336,29.24601554870605,88.35257720947266,41.6556396484375,145.38999938964844,25.32477378845215,73.87999725341797,,,62.23176574707031,189.7899932861328,299.19000244140625,73.54000091552734,45.75090789794922,202.1467437744141,502.7099914550781,22.040000915527344,25.237768173217773,88.3703384399414,41.54142761230469,135.25167846679688,139.72999572753906,106.17662048339844,16.74814224243164,51.87607192993164,48.22566604614258,339.7699890136719,71.83900451660156,34.66999816894531,99.2802505493164,16.739999771118164,40.69376754760742,54.150001525878906,45.94472122192383,332.94000244140625,149.6078643798828,76.67203521728516,341.1499938964844,70.4800033569336,55.685672760009766,62.672176361083984,90.43000030517578,,,,,,,,,,,,,,,,,,,,,,,,
